Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-01-22T23:58:12+0000,"Tax breaks, land deals and cheap energy have spurred cryptocurrency mining in Georgia, which wants to be a digital data leader.","Tax breaks, land deals and cheap energy have spurred cryptocurrency mining in Georgia, which wants to be a digital data leader.","Despite Bitcoin’s Dive, a Former Soviet Republic Is Still Betting Big on It",A Bitcoin Gold Rush in the Caucasus,
2018-12-14T00:02:01+0000,"Canada is in a tricky spot, boxed in the middle between its two largest trading partners, and worried about having to choose sides.","Canada is in a tricky spot, boxed in the middle between its two largest trading partners, and worried about having to choose sides.",Who’s in the Middle of a Spat Between the U.S. and China? Canada,‘Between a Rock and a Hard Place’,
2019-02-26T15:50:10+0000,"Bruno Sialelli sees his debut collection as a “beautiful challenge,” and the key to reviving the troubled fashion house.","Bruno Sialelli sees his debut collection as a “beautiful challenge,” and the key to reviving the troubled fashion house.","At Lanvin, Trying to Recreate Desire","At Lanvin, Trying to Recreate Desire",
2018-12-30T20:20:08+0000,"Dr. Roberts worked with other engineers to create the underpinnings of the Arpanet, making many crucial decisions. But his work did not make him rich.","Dr. Roberts worked with other engineers to create the underpinnings of the Arpanet, making many crucial decisions. But his work did not make him rich.","Lawrence Roberts, Who Helped Design Internet’s Precursor, Dies at 81","Lawrence Roberts, Who Helped Design the Precursor to the Internet, Dies at 81",
2018-12-10T14:17:34+0000,"The Rev. A.R. Bernard has partnered with a developer to transform the land around his Brooklyn church into shops, a school and 2,100 apartments.","The Rev. A.R. Bernard has partnered with a developer to transform the land around his Brooklyn church into shops, a school and 2,100 apartments.","To Fight Gentrification, a Brooklyn Pastor Plans to Build 2,100 Apartments","Brooklyn Pastor Is Planning 2,100 Apartments on Church Lot",
2019-01-18T11:45:37+0000,"Investors cheered a report from the WSJ that said the Treasury secretary, Steven Mnuchin, had suggested ending some or all tariffs against China.","Investors cheered a report from the WSJ that said the Treasury secretary, Steven Mnuchin, had suggested ending some or all tariffs against China.",DealBook Briefing: Report on Trade Talks Lifts Global Markets,DealBook Briefing: Report on Trade Talks Lifts Global Markets,
2018-12-28T10:00:17+0000,"The entrepreneur Gary Vaynerchuk, a fan of the Jets, would love to own the team someday. There are just two problems: The team isn’t for sale, and he isn’t rich enough. So here’s the plan. …","The entrepreneur Gary Vaynerchuk, a fan of the Jets, would love to own the team someday. There are just two problems: The team isn’t for sale, and he isn’t rich enough. So here’s the plan. …",The Self-Described Jets Owner-in-Waiting Will Tailgate for Now,Dreaming of Owning Your Favorite Team? This Fan Might Do It,
2019-03-29T20:18:14+0000,"Every month, Netflix Canada adds a batch of movies and TV shows to its library. Here are the titles we think are most interesting for April.","Every month, Netflix Canada adds a batch of movies and TV shows to its library. Here are the titles we think are most interesting for April.",The Best Movies and TV Shows New on Netflix Canada in April,The Best Movies and TV Shows New on Netflix Canada in April,
2018-11-14T20:46:57+0000,"Why does California have so many wildfires? Also, a kitchen shortcut that's good for the planet.","Why does California have so many wildfires? Also, a kitchen shortcut that's good for the planet.",Air-Conditioners Cool the Home but Heat the Planet. Can Anyone Invent a Better One?,"In India, a Push to Build a Better Air-Conditioner",
2019-01-13T19:28:39+0000,Rivendale Farms outside Pittsburgh is a laboratory for applying technology to smaller farms.,Rivendale Farms outside Pittsburgh is a laboratory for applying technology to smaller farms.,Robotic Milkers and an Automated Greenhouse: Inside a High-Tech Small Farm,High-Tech for Small Farms,
2019-02-19T17:29:09+0000,"Looking for prestige, New York’s masters of the fast, cheap lunch have opened a slice shop that prizes fresh mozzarella, homemade sausage and sourdough starter.","Looking for prestige, New York’s masters of the fast, cheap lunch have opened a slice shop that prizes fresh mozzarella, homemade sausage and sourdough starter.",The Kings of the Dollar Slice Build a Better Pizza,A Pizza Way Above the Dollar Slice,
2018-11-13T00:06:40+0000,California’s wildfires have claimed 44 lives since last week. Countless others up and down the state narrowly escaped harm as they scrambled to safety.,California’s wildfires have claimed 44 lives since last week. Countless others up and down the state narrowly escaped harm as they scrambled to safety.,California Fire Death Toll Now at 44 With Discovery of 13 More Bodies,"Amid Accounts Of Close Calls, Fires’ Toll Rises",
2019-03-22T16:33:02+0000,"At U.S.C., Donna Heinel was known as the athletic administrator who clashed with coaches over prospective recruits. Then she got indicted.","At U.S.C., Donna Heinel was known as the athletic administrator who clashed with coaches over prospective recruits. Then she got indicted.","A Supposed Stickler for the Rules, Now at the Center of a U.S.C. Scandal",A Supposed Stickler for the Rules at U.S.C. Stands at a Scandal’s Center,
2018-11-09T10:00:08+0000,"In “The Novel of Ferrara,” Giorgio Bassani retrofits his novellas and stories into a sprawling portrait of a community destroyed by historical hatreds.","In “The Novel of Ferrara,” Giorgio Bassani retrofits his novellas and stories into a sprawling portrait of a community destroyed by historical hatreds.","The World War II Tragedy of Italy’s Jews, Preserved in Fiction",Expelled From the Garden,
2019-03-21T10:17:07+0000,"Central bank forecasts suggest that it won’t raise rates this year, and Wall Street couldn’t be happier.","Central bank forecasts suggest that it won’t raise rates this year, and Wall Street couldn’t be happier.","DealBook Briefing: The Fed Gave Trump What He Wants, Carefully","DealBook Briefing: The Fed Gave Trump What He Wants, Carefully",
2019-02-13T21:03:31+0000,"A quixotic leader who began his political career on the far left and ended it on the far right, railing against a host of groups.","A quixotic leader who began his political career on the far left and ended it on the far right, railing against a host of groups.","Lyndon LaRouche, Cult Figure Who Ran for President 8 Times, Dies at 96","Lyndon LaRouche, 96, Cult Figure Who Ran for President 8 Times, Dies",
2018-11-28T19:39:12+0000,Also this week: Hang onto that smartphone.,Also this week: Hang onto that smartphone.,How to Understand the U.S. Climate Report,Here to Help; One Thing You Can Do for the Environment: Hang on to Your Phone,
2019-02-14T09:43:39+0000,"Europe’s recovery from its economic crisis has left many in the middle class vulnerable. In Spain, a model of economic and labor reform, precariousness is growing.","Europe’s recovery from its economic crisis has left many in the middle class vulnerable. In Spain, a model of economic and labor reform, precariousness is growing.",Europe’s Middle Class Is Shrinking. Spain Bears Much of the Pain.,The Middle Class Shrinks in Europe,
2018-12-19T01:34:29+0000,France is pivotal in holding the European Union together.,France is pivotal in holding the European Union together.,The End of Europe?,The End  Of Europe?,
2018-11-27T19:13:04+0000,Let us help you start your day.,Let us help you start your day.,"Jack Ma, Lion Air, Gene-Edited Babies: Your Wednesday Briefing",,
2018-12-17T08:00:04+0000,Cornell Tech’s graduates and researchers are behind more than 50 start-ups that have raised $60 million from investors and created 200 jobs.,Cornell Tech’s graduates and researchers are behind more than 50 start-ups that have raised $60 million from investors and created 200 jobs.,This Graduate School Helped Make New York Appealing to Amazon,An Island Nesting Ground for New Technology,
2019-02-12T10:00:15+0000,"As her Milk Bar chain enters the big leagues, the pastry chef’s challenge is holding on to its small-shop charms.","As her Milk Bar chain enters the big leagues, the pastry chef’s challenge is holding on to its small-shop charms.","For Christina Tosi, Building a Dessert Empire Is Not All Milk and Cookies",Building A Dessert Empire,
2018-11-06T10:00:06+0000,"Polling shows a level of backing that would have been unthinkable even in recent elections, scholars say. ","Polling shows a level of backing that would have been unthinkable even in recent elections, scholars say. ",Surprising Support for the Term ‘Feminist’ on the Campaign Trail,Surprising Support for the Term ‘Feminist’ on the Campaign Trail,
2018-11-03T17:00:01+0000,"Some writers take offense at the idea, suggested in an Op-Ed article about what baby boomers owe their children. ","Some writers take offense at the idea, suggested in an Op-Ed article about what baby boomers owe their children. ",Are Baby Boomers Being Selfish?,Are Baby Boomers Being Selfish?,
